OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
1,04/03/2020 10:00:00 AM,0,4,3,4,1,0,5,1,1,0,2,0,0,2,0,9,9,0,0,0,0,0,1,0,
2,04/04/2020 10:00:00 AM,0,6,4,6,1,0,6,1,1,0,2,0,0,3,0,9,13,0,0,0,0,0,1,0,
3,04/05/2020 10:00:00 AM,0,6,6,7,1,0,8,1,2,0,3,0,0,3,0,13,16,0,0,0,0,0,1,0,
4,04/06/2020 10:00:00 AM,0,8,11,8,1,0,10,1,2,0,4,0,0,3,0,19,23,0,0,0,0,0,1,0,
5,04/07/2020 10:00:00 AM,0,8,11,9,1,0,16,1,2,0,4,0,0,3,0,21,26,0,0,0,0,0,1,0,
6,04/08/2020 10:00:00 AM,0,11,13,10,2,0,18,1,2,0,4,0,0,3,0,26,32,0,0,0,1,0,1,0,
7,04/09/2020 10:00:00 AM,0,12,16,13,1,0,18,1,3,0,4,0,0,4,0,29,35,0,0,0,1,0,1,0,
8,04/10/2020 10:00:00 AM,0,16,21,17,1,0,19,1,4,0,9,0,0,5,0,34,42,0,0,0,1,0,1,0,
9,04/11/2020 10:00:00 AM,0,19,26,22,1,0,25,1,5,0,11,0,1,6,0,36,50,0,0,0,1,1,1,0,
10,04/12/2020 10:00:00 AM,0,27,30,24,1,0,25,1,9,0,12,0,0,6,0,42,55,0,0,0,1,1,1,0,
11,04/13/2020 10:00:00 AM,0,29,31,26,1,0,28,1,10,1,12,0,0,8,0,48,63,0,0,1,1,1,1,0,
12,04/14/2020 10:00:00 AM,0,32,41,29,1,0,29,2,12,1,14,0,0,9,0,54,72,0,0,3,1,1,1,0,0
13,04/15/2020 10:00:00 AM,1,25,27,25,1,0,20,2,11,1,20,0,0,9,1,44,65,1,0,1,1,0,1,0,93
14,04/16/2020 10:00:00 AM,1,29,31,31,1,0,21,2,13,1,22,0,0,10,1,56,70,1,0,1,1,1,1,0,98
15,04/17/2020 10:00:00 AM,1,34,37,38,2,0,25,2,15,1,23,0,0,10,1,63,77,1,0,1,1,1,1,0,91
16,04/18/2020 10:00:00 AM,1,34,38,40,2,0,26,3,16,1,23,0,0,10,1,70,85,2,0,1,1,3,1,0,105
17,04/19/2020 10:00:00 AM,1,40,44,46,3,0,27,3,17,1,25,0,1,11,1,80,98,2,0,2,1,3,3,0,77
18,04/20/2020 10:00:00 AM,1,42,44,49,3,0,30,3,19,1,25,0,1,12,1,89,103,2,0,2,1,3,3,0,82
19,04/21/2020 10:00:00 AM,2,45,51,54,4,0,31,3,22,1,28,0,1,12,1,99,111,2,0,3,1,3,2,0,108
20,04/22/2020 10:00:00 AM,3,49,58,58,5,0,32,5,29,1,29,0,2,13,1,110,125,2,0,3,1,3,2,0,100
21,04/23/2020 10:00:00 AM,3,54,62,60,6,0,34,5,31,2,30,0,2,14,1,121,141,2,0,4,1,3,3,0,101
22,04/24/2020 10:00:00 AM,3,56,65,65,8,0,34,5,33,2,35,0,3,14,2,135,147,3,0,6,1,3,3,0,100
23,04/25/2020 10:00:00 AM,3,62,69,72,7,0,36,5,34,2,39,0,4,15,3,152,162,3,0,6,1,3,4,0,115
24,04/26/2020 10:00:00 AM,3,63,71,73,7,0,36,5,34,2,39,0,4,15,3,160,163,3,0,6,1,3,4,0,132
25,04/27/2020 10:00:00 AM,4,66,87,82,7,0,37,5,36,2,42,0,4,16,4,190,187,3,0,6,1,3,5,0,71
26,04/28/2020 10:00:00 AM,5,70,94,83,8,0,44,6,38,2,42,0,6,17,4,201,195,4,0,7,1,3,5,1,93
27,04/29/2020 10:00:00 AM,6,75,104,94,8,0,45,8,41,2,45,0,6,18,4,218,213,4,0,7,1,3,7,2,74
28,04/30/2020 10:00:00 AM,7,83,110,104,8,0,46,8,43,2,49,0,6,18,5,229,229,6,0,7,1,4,7,2,73
29,05/01/2020 10:00:00 AM,7,82,116,106,9,0,46,8,44,2,49,0,9,18,4,236,231,7,0,7,1,4,7,2,103
30,05/02/2020 10:00:00 AM,8,86,125,117,10,0,46,8,45,2,52,0,10,19,4,256,257,8,0,7,1,6,10,2,77
31,05/03/2020 10:00:00 AM,12,88,133,120,10,0,46,9,47,2,54,0,10,19,6,268,265,8,0,7,1,6,10,2,59
32,05/04/2020 10:00:00 AM,12,93,136,120,10,0,47,10,47,2,55,0,10,21,7,274,271,8,0,7,1,6,10,2,67
33,05/05/2020 10:00:00 AM,12,98,142,124,10,0,52,13,47,2,59,0,15,22,7,292,280,8,0,7,1,6,11,2,80
34,05/06/2020 10:00:00 AM,12,99,149,131,10,0,55,13,49,2,61,0,17,24,8,304,296,8,0,7,1,7,11,2,72
35,05/07/2020 10:00:00 AM,12,102,155,140,10,0,54,13,48,2,63,0,18,26,8,315,309,8,0,8,1,7,13,2,87
36,05/08/2020 10:00:00 AM,12,105,162,146,10,0,56,13,51,2,64,0,20,26,8,324,323,9,0,8,1,7,15,2,89
37,05/09/2020 10:00:00 AM,12,108,169,154,10,0,58,13,52,2,66,0,21,28,10,336,333,9,0,8,1,8,15,3,94
38,05/10/2020 10:00:00 AM,12,112,175,160,10,0,58,13,53,2,68,0,21,28,13,348,337,9,0,8,1,9,15,3,83
39,05/11/2020 10:00:00 AM,12,115,178,162,10,0,58,13,53,2,68,0,21,30,13,353,342,9,0,9,1,9,16,3,96
